photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[44374.06  30036.062],[-0.11464531 -1.1717784 ],[-0.13836055 -2.890386  ],[44665.996 53126.938],[ True  True],[2110.286  2816.9087],82.24970162689574
[44971.734 41282.105],[1.208078  1.8074751],[ 0.37885973 -2.844159  ],[ 81979.34 129194.55],[ True  True],[-1118.557   1898.4076],90.00570568899222
[61774.746 42941.13 ],[-0.87041396  0.22684261],[-0.21455185  1.8568945 ],[86690.89 44050.7 ],[ True  True],[-1029.7369  2519.278 ],106.67345554185944
[44935.86  40523.207],[1.6637539  0.53057617],[-1.9200196  1.6584362],[122866.26   46362.145],[ True  True],[1536.6836 3035.4414],97.67895412212488
[102235.14   98451.086],[-0.88174057  0.16879053],[ 1.2008296 -2.015569 ],[144619.84  99856.87],[ True  True],[-612.9599   226.70447],228.85001932827137
[174877.11   45830.523],[-0.55894905  0.946636  ],[-1.0334387  2.7417374],[202913.7   67945.36],[ True  True],[-684.2662 3264.7563],225.4268508306272
[52623.746 43752.438],[ 0.6236883  -0.24539125],[ 2.8346562 -0.5680725],[63194.83 45076.38],[ True  True],[ 520.4378 1519.6514],104.42612096727775
[54480.465 37446.6  ],[0.47496298 0.17213345],[-1.3301909  -0.21387105],[60741.98  38002.742],[ True  True],[388.8482  709.24426],49.77506608130575
[46184.133 30251.16 ],[ 1.5482465 -0.6825802],[-0.8792258  3.0944529],[113516.82  37576.31],[ True  True],[ 130.21848 3801.558  ],122.61883061259122
[137630.77  42166.22],[0.14674373 0.39009285],[-1.9524168 -0.3003982],[139115.28  45415.38],[ True  True],[ 641.56714 2424.2183 ],113.55084803853896
[50816.76 36689.84],[-1.0256209   0.33740312],[ 2.5347712 -0.6573741],[79970.34 38798.13],[ True  True],[558.7909   91.76996],107.17991313585318
[53324.19  36481.047],[-1.0758982 -2.1701503],[-2.3773532  0.8504499],[ 87281.49 161862.05],[ True  True],[-267.50085  970.63696],101.67617855996738
[66520.086 36523.363],[ 0.8082767 -1.0224898],[ 3.0778458 -0.2721014],[89458.305 57338.145],[ True  True],[ 730.5905 1580.4607],142.47979886012524
[46388.92  32379.674],[-1.0835948   0.00492836],[ 1.3580328 -2.2619362],[76394.695 32380.066],[ True  True],[1162.8108  611.3652],87.37041130140923
[47682.074 46425.348],[-1.5817553  -0.29166302],[-0.5220163  2.6977088],[120852.58   48414.027],[ True  True],[ 280.19012 -450.21063],114.30482537912454
[44752.445 30120.137],[-0.3497153 -2.001552 ],[ 0.2479356 -0.9342505],[ 47517.08 113487.54],[ True  True],[2138.6577   130.76288],79.17428941907909
[43150.63 36688.31],[-0.1134888 -1.3139324],[ 2.765602   -0.42253542],[43428.812 73184.695],[ True  True],[1401.8306  -371.51123],94.32879826992992
[47519.605 38302.668],[-2.2782838   0.19835518],[-0.94506735  2.6347985 ],[234328.11  39058.65],[ True  True],[-378.47913  650.624  ],158.4639653095765
[59918.336 59774.75 ],[-0.29389924 -1.0722916 ],[-2.1736388  0.9325478],[62524.793 97561.1  ],[ True  True],[-54.056763 861.6323  ],128.85575116917215
[94080.73 72915.61],[ 0.82159275 -1.1577569 ],[-1.1841847  1.7750443],[127660.48 127492.08],[ True  True],[ 140.328  3368.3425],253.16545775227803
[53443.29  50724.574],[0.7123989  0.41741624],[-2.176403  -1.1132191],[67588.195 55208.145],[ True  True],[ 271.76825 1039.2689 ],54.98997868264071
[76590.695 73241.82 ],[-0.764071    0.20122258],[-1.4161332  1.6471508],[100056.76  74729.63],[ True  True],[1212.7024 1445.3527],167.4810366097662
[42187.48  30565.678],[-0.4588313   0.22962005],[-1.9914101 -1.5734171],[46706.723 31375.018],[ True  True],[  34.46515 1998.4584 ],29.28708730110711
[42411.52  41077.188],[-0.3899441   0.08336867],[-1.6097008  1.7578664],[45677.06 41220.02],[ True  True],[1453.47   3185.1995],85.30899691012742
[102826.195  87201.23 ],[-0.17218651  0.27865735],[ 2.6661062 -1.4282135],[104354.27  90608.77],[ True  True],[435.9676 469.2402],173.7191845602096
[49726.76  44234.035],[-0.4467821 -0.8340692],[-2.9066179 -2.902941 ],[54772.957 60533.133],[ True  True],[3466.7837  784.9152],18.27835984555211
[47205.81  43467.707],[-0.24681394 -1.9663091 ],[0.824756  2.5737622],[ 48650.945 158314.42 ],[ True  True],[-1173.279   272.384],112.01952063326517
[84925.766 51421.05 ],[-1.9733402   0.16218756],[-2.2470675  0.6464393],[311408.3    52098.844],[ True  True],[-647.38367 2185.433  ],214.32176020066137
[53870.47  42705.547],[-1.8021245 -2.2424667],[-3.0271099 -1.8703179],[167738.14 203336.62],[ True  True],[306.52722 482.99603],56.59969621624991
[47865.094 38240.78 ],[-1.6836613  1.1611854],[ 2.5369074 -1.0646099],[133326.55  67051.99],[ True  True],[-269.51227 -419.49628],186.72893846941014
[43821.113 34551.062],[-0.5732294 -1.2720885],[-1.6785381   0.54844916],[51220.062 66485.625],[ True  True],[ 700.04297 -522.77954],75.13769211478457
[84179.89  32214.943],[ 1.5897968  -0.34864357],[-0.84659016 -3.1051831 ],[214941.55   34192.758],[ True  True],[-1021.12085   359.14984],150.58273719571764
[50496.77  37159.543],[0.2016586  0.05758776],[ 1.9636985 -1.272714 ],[51527.008 37221.176],[ True  True],[-81.60315 910.3689 ],86.7635012365983
[69757.64 61550.58],[-1.2426965 -1.7339903],[-1.5355393  1.8102144],[130919.37 179721.08],[ True  True],[-661.16876  214.07404],134.36334028293552
[42818.016 32977.004],[1.0370679  0.25914028],[-1.8556557  1.9480016],[67982.73  34090.477],[ True  True],[ 757.947  1291.9714],77.13542967294265
[55358.99  41979.004],[-1.6782755  -0.64308393],[-1.6305029   0.53201455],[153427.61   50962.664],[ True  True],[1434.9286  739.046 ],99.80578333588092
[60200.22  32968.023],[-1.6557257 -1.1918277],[ 2.6718948  -0.28866914],[163378.34   59289.035],[ True  True],[-212.10791  -92.91858],91.15196849395166
[41503.152 34928.152],[-0.49719214  0.01163073],[-0.4055934  2.8725123],[46739.492 34930.516],[ True  True],[ 196.18246 -175.3161 ],78.45392499230398
[42658.11  40625.246],[-0.24171387 -0.3433654 ],[ 2.4358675 -0.5636255],[43910.35  43043.723],[ True  True],[ 987.5267  -205.52338],83.15632131443893
[50636.105 33389.957],[-0.54516876  2.1006176 ],[-2.368726   0.6373005],[ 58349.082 138461.4  ],[ True  True],[ 719.92017 1766.0986 ],165.22876196305495
[49765.848 37773.098],[ 0.25869918 -0.71501464],[ 2.4481184  -0.58551383],[51440.453 47847.21 ],[ True  True],[-255.1912  773.1566],97.08233433223575
[61565.5   59109.832],[-0.694858   -0.66157925],[-3.0911157 -1.0208367],[77035.984 72524.4  ],[ True  True],[1869.7872 2425.0498],103.7706974354464
[151431.66   45604.395],[-0.87182677  0.84175855],[ 2.0630593 -1.3568536],[212720.75   62737.875],[ True  True],[ 3706.6414 -1034.5791],229.88005969828384
[48482.95  30236.732],[1.1044457  0.65570223],[-2.6940763   0.37945879],[81183.39 36973.06],[ True  True],[ -48.483887 2682.3835  ],78.4682617890151
[45843.125 30362.54 ],[0.31143415 1.2371523 ],[-0.36116022  2.7162287 ],[48084.344 56717.168],[ True  True],[2301.7856 -597.3783],82.71866992063379
[62406.95 41642.07],[1.8211498 1.1950886],[2.2717073  0.76251066],[197854.95  75091.64],[ True  True],[-1552.021     985.87646],77.00548824773551
[67147.24  33335.613],[-0.18466292  1.2684269 ],[-0.8312004 -2.7799258],[68295.375 63946.527],[ True  True],[2140.2578 1114.3882],108.38553775587255
[99857.79  49226.395],[1.8437167 0.6232052],[ 0.59381783 -2.2469993 ],[323450.    59099.21],[ True  True],[-1858.9653  -170.0028],165.8286647401913
[56775.207 42369.406],[-0.09309332  0.02251297],[ 2.5909302 -1.4622878],[57021.402 42380.145],[ True  True],[995.1109  -77.41235],88.26007818818631
[58114.004 40224.35 ],[-0.7941543 -1.1891661],[-0.7657803  2.8816125],[77423.32 72178.91],[ True  True],[ 629.7344 2940.3657],95.57462525265838
[44528.562 39389.918],[ 0.2099365  -0.94789064],[-0.4426122  2.1488898],[45513.434 58451.07 ],[ True  True],[-607.10693  646.70374],95.52180810679454
[73825.38  46208.316],[ 0.64223576 -0.92708004],[ 0.6582192 -2.8146925],[89581.22 67529.45],[ True  True],[-470.80127 1786.5809 ],153.45280745554376
[40086.023 38849.766],[-2.2285206 -2.050553 ],[-0.39989278  2.6962438 ],[188280.16 153473.33],[ True  True],[2318.8809   607.98627],79.2185378789812
[66504.15  37300.934],[1.8537173 1.2224782],[ 0.76162326 -2.3689337 ],[217473.84  68821.93],[ True  True],[ 311.48245 3569.0332 ],104.61397098569971
[50018.19  43949.902],[0.72218096 1.3102405 ],[-1.1359549  2.312068 ],[63638.41 87390.43],[ True  True],[ -708.076  -1031.0465],96.80254659940917
[45499.914 44608.77 ],[2.0356822 2.0221717],[-3.0864348  -0.07608327],[177178.16 171455.62],[ True  True],[455.3288  747.82336],89.91239205546758
[62865.75 41632.39],[1.6341071 1.2681133],[ 0.48439807 -2.5464165 ],[167223.1   79840.57],[ True  True],[-366.33844 -837.7506 ],103.88180761424012
[53027.844 35913.32 ],[-1.2208712  -0.87778693],[-2.8536353   0.80695474],[97706.8  50660.62],[ True  True],[ 345.28674 2901.4978 ],85.6880194584812
[87481.61  61408.293],[-1.6486639 -1.1304113],[ 2.384513  -0.7536611],[235865.03 105002.97],[ True  True],[-801.8389 3100.9468],151.5380355650318
[118439.555  30200.314],[1.9165868  0.93205327],[ 0.13722879 -2.5327537 ],[411270.97   44295.754],[ True  True],[1544.0723 3184.9165],131.46520203238103
[42051.695 30284.23 ],[0.28348097 0.21492738],[-0.5233772  2.649396 ],[43752.707 30986.398],[ True  True],[ 285.35513 2196.44   ],71.40561929329573
[182675.19   44521.504],[1.2533786 1.8618139],[-0.13167727  3.0194204 ],[345958.84 146715.94],[ True  True],[-107.88495  980.5891 ],188.77490402112196
[40087.95 34752.41],[0.7030496  0.57925934],[ 1.2854462 -1.8546379],[50410.125 40747.71 ],[ True  True],[ 1381.9266 -1395.9624],74.79294508172241
[67022.45  44801.195],[-1.6746038 -0.6472335],[-2.189119    0.81581086],[185118.12  54517.25],[ True  True],[1500.1562 2461.3115],124.14836557240835
[56876.695 43074.258],[-0.40269586  1.2369169 ],[-0.1253588  3.082749 ],[61551.027 80446.64 ],[ True  True],[ 273.83008 3113.2446 ],134.12419335971484
[134734.81   35064.785],[1.1985766  0.87545073],[0.29944283 1.3311968 ],[243669.1   49382.28],[ True  True],[2195.677   -504.42358],71.38788882559435
[44417.4  42090.07],[-0.89088464  1.1722271 ],[-0.02913068 -2.9785151 ],[63240.992 74475.28 ],[ True  True],[-864.17725 -442.28177],136.46153438247867
[40067.35  32467.766],[ 0.71822166 -0.05437356],[-0.4857677  3.0466328],[50853.516 32515.773],[ True  True],[2545.726  3290.1897],76.31075032270437
[53783.4   41148.637],[ 0.70246303 -0.45030585],[-0.9590571  2.4450665],[67607.95 45391.58],[ True  True],[-90.63251 219.81216],109.46325218832881
[92590.82 67891.14],[ 0.5298335 -0.7611294],[ 1.9631374 -1.4785368],[105893.92  88524.31],[ True  True],[-940.1074 3396.3584],191.3037664775874
[64846.625 41721.305],[-0.29336298  1.0950272 ],[-2.6248593   0.15816684],[67657.1  69336.52],[ True  True],[-28.695343 186.02429 ],128.78835832269797
[51963.39 34186.4 ],[1.3124847 1.795348 ],[-0.45055267 -2.8570986 ],[103525.22 105766.56],[ True  True],[2150.1553   136.53766],81.3062640124355
[102502.03  73723.21],[ 0.11675725 -0.2090458 ],[ 0.5076081 -2.8202841],[103201.49   75339.945],[ True  True],[ 664.22253 -474.49307],175.42762439941643
[40368.258 34213.895],[-1.5850723  0.5749007],[-1.674432   1.4936278],[102627.76  40025.38],[ True  True],[ 984.9457 2129.3235],122.05119733053918
[89110.29 58750.12],[-0.8827245  0.9636391],[-2.1968627  0.7276826],[126141.48  88205.08],[ True  True],[1710.3451 3160.4768],210.29817153346406
[46279.125 46006.91 ],[0.22585255 2.0101113 ],[ 0.47756222 -2.6594317 ],[ 47464.484 174783.06 ],[ True  True],[571.55066 703.6802 ],131.51160160390577
[77850.46 75887.13],[-0.15933223  1.1519941 ],[ 1.1896657 -2.0673065],[ 78840.74 132062.7 ],[ True  True],[ 217.51053 -960.0787 ],187.75956036919996
[43589.434 30780.23 ],[ 1.8044145 -1.0532234],[-2.20528    0.8234023],[136020.47  49489.82],[ True  True],[2800.2336  969.0891],161.6045953216018
[63231.26  61782.492],[0.70833546 0.9544264 ],[-0.79580086  2.1666315 ],[79768.5  92124.29],[ True  True],[-131.34088 2154.3076 ],125.45540649712417
[44221.902 37039.715],[0.6552995 1.3227652],[-1.663157   1.4542906],[54061.402 74453.25 ],[ True  True],[-600.2683   426.06366],85.48767328137224
[87814.42 85990.37],[0.8646625 1.7486382],[-1.2595388  2.013668 ],[122738.15 254565.11],[ True  True],[-847.53076 -509.3078 ],190.70696157419502
[53493.195 48170.598],[ 0.9215071 -1.6231029],[-0.52499974  2.5695198 ],[ 77859.18 126835.1 ],[ True  True],[-983.5291  746.0792],195.38197007343933
[50100.676 35005.133],[-0.84786814 -0.94098383],[-1.9890648  1.1458108],[69213.87  51680.613],[ True  True],[1632.898    252.10037],83.8466532509192
[48526.9   36415.758],[ 0.38582212 -0.10826686],[ 3.1415083 -1.258498 ],[52183.75  36629.395],[ True  True],[1878.1581 2051.2073],71.13872648280808
[55749.797 53165.22 ],[0.4466619 1.2802637],[ 1.1040266 -2.828941 ],[ 61404.105 103022.29 ],[ True  True],[-287.5526  295.4629],110.79765383399906
[55996.438 38402.332],[ 0.15301016 -0.01627308],[-2.1154606  0.9007491],[56653.215 38407.418],[ True  True],[-434.6153   228.83896],92.89555585706711
[99971.23 77629.57],[0.08369785 0.590566  ],[-1.769434   1.2974715],[100321.59   91564.984],[ True  True],[2762.4727  -745.06976],181.75952501021797
[61852.504 39113.67 ],[ 0.1353867 -1.2080486],[-2.5870237 -0.7349395],[62420.234 71298.88 ],[ True  True],[1264.6499 -943.0119],106.04519138397967
[55991.383 41904.508],[-1.1584438 -1.2567463],[ 0.9941009 -2.337538 ],[97955.45 79588.14],[ True  True],[ 370.1858 -881.6015],96.55759887035903
[52435.207 33178.848],[0.33704126 1.8372009 ],[-2.2045152  0.6005851],[ 55441.742 106806.04 ],[ True  True],[ 495.2558 1369.9338],107.10129931506455
[53794.09  52758.973],[0.54705113 1.7912141 ],[-1.8420887  1.5020964],[ 62046.188 162589.61 ],[ True  True],[918.82434 724.9694 ],127.38294151114195
[56122.203 35410.36 ],[ 1.3152019 -0.8636794],[2.8653998 2.2040887],[112073.88  49459.06],[ True  True],[2843.805    179.77855],121.03245200477141
[86963.95  54174.812],[ 0.83104527 -0.6120999 ],[ 2.3472564  -0.18755598],[118762.8  64644.4],[ True  True],[ 382.32355 3412.938  ],169.70745190420914
[47978.574 39611.605],[-0.73753303 -0.8187677 ],[ 2.2408934 -1.2786068],[61630.008 53647.55 ],[ True  True],[-605.86017  709.7914 ],85.7110196279351
[78590.914 36520.316],[1.7805154  0.30266482],[-2.6686966   0.23531948],[239759.86   38205.863],[ True  True],[-432.37653  591.3301 ],137.1687417915253
[92207.445 75354.13 ],[-0.58246565 -0.12650548],[-2.204674  1.033021],[108296.13  75957.91],[ True  True],[156.96378  -21.759369],170.87555553791566
[74759.49 34497.02],[-0.274606  -1.5552224],[ 1.2216144 -1.5312574],[77596.   85333.24],[ True  True],[2289.3228 -552.0943],121.5365825497138
[47167.613 46124.49 ],[ 0.530825  -1.0320314],[-1.4494989  1.2862006],[53970.457 72946.9  ],[ True  True],[1835.2057 2039.247 ],121.8044289109394
[94692.33 86708.25],[ 0.23264268 -1.2071376 ],[-1.0105518  2.1437776],[ 97266.41 157936.97],[ True  True],[-497.65237 1534.2775 ],230.2444033872867
[90660.555 58722.05 ],[-0.633132   0.4154461],[ 0.79227066 -1.9525759 ],[109446.63   63862.938],[ True  True],[-731.47296 1224.5198 ],163.94507592277952
[48381.117 44384.68 ],[-0.5215802  0.7993867],[ 3.0912826  -0.07196078],[55112.613 59337.457],[ True  True],[146.20874 870.33203],113.63611654594195
[85783.875 43580.055],[ 1.7399532  -0.06606814],[-2.0938013 -2.5159316],[251887.42   43675.203],[ True  True],[ 711.1582 1829.5753],128.63381194772305
[67859.29  62647.754],[-0.03923949  0.9885698 ],[-1.2373251  2.2940114],[67911.54 95835.3 ],[ True  True],[-817.6206 -611.9303],145.8348608972316
[40290.574 32594.787],[-1.9410977 -1.8752366],[ 2.7894733 -0.3360641],[143231.8 108796.2],[ True  True],[2188.6846  -244.24387],72.51493591785362
[76355.35  46994.453],[1.0003101 1.533693 ],[-0.5020597  2.47234  ],[117850.29 113985.06],[ True  True],[-1440.5938  1674.86  ],123.68639954749199
[45480.027 42336.234],[ 0.7195359  -0.20593892],[-1.143768   1.8876586],[57770.055 43237.168],[ True  True],[ 700.60504 -304.48727],97.20466035607429
[64561.12  47847.676],[-2.0897043 -2.16871  ],[-2.5645783 -2.3403735],[264902.28 211996.73],[ True  True],[-174.08401  148.80313],13.186848966296388
[45375.97  43302.703],[ 0.48876533 -0.7682372 ],[-0.19406477 -2.531648  ],[50904.7   56722.043],[ True  True],[-1370.782   -571.9392],100.95541903491706
[51053.94 30011.58],[-0.48083618  0.83324885],[-1.9300199  1.7267871],[57070.457 41047.086],[ True  True],[1178.7068   -94.54285],93.7029013946604
[61558.39 54942.88],[-1.1288105  -0.14648084],[-2.2406638  0.8418214],[105123.086  55533.38 ],[ True  True],[-1082.6158    282.20502],130.5822755678212
[72670.414 65287.195],[1.5589578  0.53467053],[ 1.0155848 -2.041459 ],[180375.94  74843.55],[ True  True],[ 190.08868 -268.1811 ],156.1163354986744
[44600.73  31171.918],[-0.764931  -2.1893685],[-1.9620728   0.44877088],[ 58297.887 140921.38 ],[ True  True],[2149.8733      4.239441],90.45757106127535
[63647.75 54433.22],[0.21429604 0.31289944],[ 0.87225276 -2.301488  ],[65114.793 57119.703],[ True  True],[-576.85156 -588.4523 ],117.84880404790488
[81725.54 59590.14],[1.3358135  0.01881433],[-2.7272253   0.13868177],[166149.36   59600.688],[ True  True],[3629.8586  576.475 ],169.862055475025
[42740.363 40438.066],[2.1869822 1.2040718],[-2.939968    0.15544903],[192770.66   73468.555],[ True  True],[-33.286346 877.88074 ],93.37170280620003
[52604.168 38060.414],[1.8975879 1.0082353],[-2.323465   0.9598738],[179372.77  59100.64],[ True  True],[569.5499   -49.773346],98.28094630381081
[70759.57  55840.273],[-0.70285976  0.1357698 ],[-0.72135824 -2.9664125 ],[88969.086 56355.73 ],[ True  True],[322.92825   27.157867],125.6254441896606
[111393.17   53452.125],[ 0.07234713 -0.00712658],[-1.7380396  1.6339504],[111684.82  53453.48],[ True  True],[ 598.46814 3601.0286 ],153.426728617082
[64080.617 42610.117],[-0.16250949 -0.76189667],[-2.612617   1.3277416],[64928.645 55587.367],[ True  True],[ 604.0941  -390.16867],101.39614491958226
[41610.5   33936.773],[2.2332363 1.7791965],[ 3.0517895  -0.03631813],[196343.16 103403.1 ],[ True  True],[-326.9219    -92.642685],77.07533943608327
[41589.133 31487.957],[1.5882884 2.1890373],[ 0.5781471 -2.726401 ],[106044.76 142304.16],[ True  True],[-35.035507 -41.107834],75.43559873245316
[41873.637 31219.107],[ 1.3383559  -0.33683258],[2.70015    0.06718732],[85318.51  33006.914],[ True  True],[440.35562 135.67386],97.51338648413572
[103346.68  68396.55],[ 0.556161   -0.60104585],[0.03724678 3.0180192 ],[119746.28  81127.31],[ True  True],[-665.1915 -559.4365],196.6268326750021
[105407.06   88099.945],[-0.91857666 -1.5794598 ],[-2.3821652  2.1465786],[153093.64 222823.27],[ True  True],[3866.9907   425.36127],161.77181668968734
[49674.758 39176.617],[-1.0590473 -2.2442012],[-1.4370157  2.6396713],[ 80234.88 186850.72],[ True  True],[-433.17767  487.22644],96.29068128429144
[55934.434 53350.715],[-0.3127666   0.42264268],[ 1.0296061 -1.9705776],[58692.645 58187.   ],[ True  True],[-395.46756 3176.7588 ],116.46870247862624
[176315.     55028.973],[-0.03916001  0.56247056],[0.2941421 2.8575182],[176450.2   63965.75],[ True  True],[-1323.5408  2900.397 ],198.177581854431
[44801.273 42605.133],[1.7674493  0.81114453],[ 0.3013255 -2.9501858],[135001.14  57406.83],[ True  True],[233.92477 354.36255],97.4411249032454
